"Sr_No","Pincode","City","State","Region","Prepaid","COD","REVERSEPICKUP","Pickup"
"3033","431007","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3034","431008","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3035","431009","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3036","431010","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3037","431101","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3038","431103","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3039","431104","KANNAD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3040","431105","PAITHAN","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3041","431106","PAITHAN","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3042","431107","PAITHAN","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3043","431109","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3044","431110","KANNAD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3045","431111","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3046","431112","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3047","431113","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3048","431114","JALNA","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3049","431115","KANNAD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3050","431116","VAIJAPUR","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3051","431117","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3052","431118","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3053","431119","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3054","431120","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3055","431121","PAITHAN","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3056","431122","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3057","431123","LATUR","MAHARASHTRA","PUNE","Y","N","N","N"
"3058","431124","LATUR","MAHARASHTRA","PUNE","Y","N","N","N"
"3059","431127","BEED","MAHARASHTRA","PUNE","Y","N","N","N"
"3060","431128","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3061","431131","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3062","431132","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3063","431133","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3064","431134","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3065","431135","SILLOD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3066","431136","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3067","431137","PAITHAN","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3068","431147","KANNAD","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3069","431148","PAITHAN","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3070","431151","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","Y","Y"
"3071","431154","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3072","431201","AHMEDNAGAR","MAHARASHTRA","PUNE","Y","N","N","N"
"3073","431203","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3074","431204","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3075","431210","AURANGABAD MH","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3076","431212","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3077","431401","PARBHANI","MAHARASHTRA","PUNE","Y","N","N","N"
"3078","431402","PARBHANI","MAHARASHTRA","PUNE","Y","N","N","N"
"3079","431503","PARBHANI","MAHARASHTRA","PUNE","Y","N","N","N"
"3080","431505","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3081","431512","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3082","431513","HINGOLI","MAHARASHTRA","PUNE","Y","N","N","N"
"3083","431514","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3084","431515","AURANGABAD MH","MAHARASHTRA","PUNE","Y","N","N","N"
"3085","431517","AMBEJOGAI","MAHARASHTRA","PUNE","Y","N","N","N"
"3086","431520","LATUR","MAHARASHTRA","PUNE","Y","N","N","N"
"3087","431601","NANDED","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3088","431602","NANDED","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3089","431603","NANDED","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3090","431604","NANDED","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3091","431605","NANDED","MAHARASHTRA","PUNE","Y","Y","N","Y"
"3092","431704","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3093","431708","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3094","431709","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3095","431717","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3096","431721","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3097","431801","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3098","431804","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3099","431807","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3100","431809","NANDED","MAHARASHTRA","PUNE","Y","N","N","N"
"3101","440001","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3102","440002","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3103","440003","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3104","440004","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3105","440005","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3106","440006","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3107","440007","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3108","440008","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3109","440009","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3110","440010","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3111","440011","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3112","440012","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3113","440013","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3114","440014","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3115","440015","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3116","440016","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3117","440017","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3118","440018","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3119","440019","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3120","440020","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3121","440021","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3122","440022","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3123","440023","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3124","440024","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3125","440025","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3126","440026","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3127","440027","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3128","440028","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3129","440029","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3130","440030","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3131","440031","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3132","440032","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3133","440033","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3134","440034","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3135","440035","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3136","440037","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3137","440104","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3138","441002","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3139","441008","BUTIBORI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3140","441101","SAONER","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3141","441102","KHAPERKHEDA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3142","441103","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3143","441104","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3144","441105","SAONER","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3145","441106","RAMTEK","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3146","441107","SAONER","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3147","441108","BUTIBORI","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3148","441109","KHAPERKHEDA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3149","441110","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3150","441111","KHAPERKHEDA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3151","441112","SAONER","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3152","441113","SAONER","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3153","441122","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3154","441123","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3155","441201","UMRER","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3156","441203","UMRER","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3157","441205","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3158","441206","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","N"
"3159","441222","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3160","441224","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3161","441225","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3162","441226","MUL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3163","441301","KATOL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3164","441302","KATOL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3165","441303","KATOL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3166","441304","KATOL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3167","441401","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3168","441402","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3169","441406","RAMTEK","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3170","441409","MOUDA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3171","441501","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3172","441502","NAGPUR","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3173","441601","GONDIA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3174","441614","GONDIA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3175","441802","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3176","441804","BHANDARA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3177","441902","GONDIA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3178","441904","BHANDARA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3179","441905","BHANDARA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3180","441906","BHANDARA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3181","441911","GONDIA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3182","441912","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3183","441913","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3184","442001","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3185","442002","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3186","442003","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3187","442004","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3188","442005","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3189","442006","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3190","442101","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3191","442102","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3192","442104","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3193","442111","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3194","442201","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3195","442301","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3196","442302","WARDHA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3197","442401","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3198","442402","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3199","442403","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3200","442404","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3201","442406","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3202","442501","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3203","442502","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","N"
"3204","442504","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3205","442505","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","N"
"3206","442603","GADCHIROLI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3207","442605","GADCHIROLI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3208","442701","BALLARPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3209","442702","GONDPIPRI","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3210","442703","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3211","442705","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3212","442706","RAJURA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3213","442707","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3214","442708","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3215","442901","BALLARPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3216","442902","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","N"
"3217","442903","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","N","N"
"3218","442905","RAJURA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3219","442907","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","N"
"3220","442914","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","N"
"3221","442916","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3222","442917","RAJURA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3223","442918","CHANDRAPUR -MH","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3224","443001","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3225","443101","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3226","443103","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3227","443112","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3228","443201","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3229","443301","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3230","443302","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3231","443404","BULDANA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3232","444001","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3233","444002","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3234","444003","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3235","444004","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3236","444005","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3237","444006","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3238","444101","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3239","444102","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3240","444103","AKOT","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3241","444104","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3242","444105","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3243","444106","MURTIZAPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3244","444107","MURTIZAPUR","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3245","444109","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3246","444111","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3247","444117","AKOT","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3248","444126","AKOT","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3249","444202","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3250","444203","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3251","444303","KHAMGAON","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3252","444312","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3253","444401","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3254","444402","BARSHITAKLI","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3255","444405","BARSHITAKLI","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3256","444407","BARSHITAKLI","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3257","444501","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3258","444502","AKOLA","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3259","444503","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3260","444505","WASHIM","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3261","444506","AKOLA","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3262","444601","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3263","444602","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3264","444603","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3265","444604","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3266","444605","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3267","444606","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3268","444607","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3269","444608","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3270","444701","AMARAVATI","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3271","444704","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3272","444705","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3273","444706","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3274","444708","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3275","444709","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3276","444801","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3277","444803","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3278","444805","NAGPUR","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3279","444806","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3280","444809","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3281","444810","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3282","444903","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3283","444905","MORSHI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3284","444906","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3285","444907","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3286","444908","AMARAVATI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3287","445001","YAVATMAL","MAHARASHTRA","NAGPUR","Y","Y","N","Y"
"3288","445002","YAVATMAL","MAHARASHTRA","NAGPUR","Y","Y","Y","Y"
"3289","445102","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3290","445103","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3291","445202","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3292","445203","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3293","445204","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3294","445205","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3295","445206","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3296","445207","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3297","445301","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3298","445302","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3299","445304","WANI","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3300","445323","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3301","445401","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3302","445402","YAVATMAL","MAHARASHTRA","NAGPUR","Y","N","N","N"
"3303","450001","KHANDWA","MADHYA PRADESH","INDORE","Y","N","N","N"
"3304","450112","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3305","450116","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3306","450119","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3307","450221","KHANDWA","MADHYA PRADESH","INDORE","Y","N","N","N"
"3308","450331","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3309","450332","BURHANPUR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3310","451001","KHARGONE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3311","451111","MANDSAUR / DASPURKUNJ","MADHYA PRADESH","INDORE","Y","N","N","N"
"3312","451115","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3313","451224","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3314","451447","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3315","451551","BADWANI","MADHYA PRADESH","INDORE","Y","N","N","N"
"3316","451556","BADWANI","MADHYA PRADESH","INDORE","Y","N","N","N"
"3317","451659","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3318","451660","BADWANI","MADHYA PRADESH","INDORE","Y","N","N","N"
"3319","451666","SENDWA","MADHYA PRADESH","INDORE","Y","N","N","N"
"3320","452001","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3321","452002","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3322","452003","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3323","452004","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3324","452005","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3325","452006","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3326","452007","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3327","452008","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3328","452009","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3329","452010","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3330","452011","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3331","452012","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3332","452013","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3333","452014","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3334","452015","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3335","452016","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3336","452017","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3337","452018","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3338","452020","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3339","453111","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3340","453112","CHANDRAVATIGANJ","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3341","453115","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3342","453220","PITAMPUR","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3343","453331","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3344","453332","PITAMPUR","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3345","453441","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3346","453446","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3347","453551","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3348","453771","INDORE","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3349","453777","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3350","454001","DHAR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3351","454116","DHAR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3352","454331","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3353","454446","INDORE","MADHYA PRADESH","INDORE","Y","N","N","N"
"3354","454552","DHAR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3355","454660","DHAR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3356","454774","INDORE","MADHYA PRADESH","INDORE","Y","Y","Y","Y"
"3357","454775","PITAMPUR","MADHYA PRADESH","INDORE","Y","N","N","N"
"3358","455001","DEWAS","MADHYA PRADESH","INDORE","Y","N","N","N"
"3359","455336","DEWAS","MADHYA PRADESH","INDORE","Y","N","N","N"
"3360","456001","UJJAIN","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3361","456006","UJJAIN","MADHYA PRADESH","INDORE","Y","Y","N","Y"
"3362","456010","UJJAIN","MADHYA PRADESH","INDORE","Y","Y","N","Y"
