"Sr_No","Pincode","City","State","Region","Prepaid","COD","REVERSEPICKUP","Pickup"
"1","110001","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"2","110002","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"3","110003","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"4","110004","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"5","110005","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"6","110006","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"7","110007","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"8","110008","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"9","110009","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"10","110010","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"11","110011","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"12","110012","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"13","110013","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"14","110014","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"15","110015","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"16","110016","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"17","110017","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"18","110018","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"19","110019","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"20","110020","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"21","110021","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"22","110022","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"23","110023","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"24","110024","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"25","110025","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"26","110026","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"27","110027","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"28","110028","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"29","110029","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"30","110030","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"31","110031","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"32","110032","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"33","110033","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"34","110034","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"35","110035","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"36","110036","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"37","110037","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"38","110038","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"39","110039","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"40","110040","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"41","110041","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"42","110042","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"43","110043","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"44","110044","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"45","110045","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"46","110046","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"47","110047","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"48","110048","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"49","110049","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"50","110050","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"51","110051","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"52","110052","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"53","110053","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"54","110054","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"55","110055","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"56","110056","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"57","110057","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"58","110058","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"59","110059","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"60","110060","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"61","110061","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"62","110062","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"63","110063","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"64","110064","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"65","110065","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"66","110066","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"67","110067","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"68","110068","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"69","110069","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"70","110070","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"71","110071","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"72","110072","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"73","110073","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"74","110074","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"75","110075","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"76","110076","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"77","110077","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"78","110078","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"79","110080","DELHI","DELHI","DELHI","Y","Y","N","Y"
"80","110081","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"81","110082","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"82","110083","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"83","110084","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"84","110085","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"85","110086","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"86","110087","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"87","110088","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"88","110089","DELHI","DELHI","DELHI","Y","Y","N","Y"
"89","110090","DELHI","DELHI","DELHI","Y","Y","N","Y"
"90","110091","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"91","110092","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"92","110093","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"93","110094","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"94","110095","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"95","110096","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"96","110097","DELHI","DELHI","DELHI","Y","Y","N","Y"
"97","110110","DELHI","DELHI","DELHI","Y","N","N","N"
"98","110301","DELHI","DELHI","DELHI","Y","Y","Y","Y"
"99","110505","DELHI","DELHI","DELHI","Y","N","N","N"
"100","116019","DELHI","DELHI","DELHI","Y","N","N","N"
"101","120001","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"102","120002","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"103","121001","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"104","121002","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"105","121003","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"106","121004","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"107","121005","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"108","121006","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"109","121007","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"110","121008","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"111","121009","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"112","121010","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"113","121012","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"114","121013","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"115","121102","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"116","121105","FARIDABAD","HARYANA","DELHI","Y","Y","N","Y"
"117","122001","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"118","122002","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"119","122003","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"120","122004","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"121","122005","SADHRANA","HARYANA","GURGAON","Y","Y","Y","Y"
"122","122006","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"123","122007","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"124","122008","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"125","122009","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"126","122010","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"127","122011","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"128","122012","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"129","122015","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"130","122016","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"131","122017","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"132","122018","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"133","122022","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"134","122026","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"135","122032","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"136","122033","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"137","122050","MANESAR","HARYANA","GURGAON","Y","Y","N","Y"
"138","122051","GURGAON","HARYANA","GURGAON","Y","Y","N","Y"
"139","122052","GURGAON","HARYANA","GURGAON","Y","Y","N","Y"
"140","122101","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"141","122102","SOHNA","HARYANA","GURGAON","Y","Y","N","Y"
"142","122103","SOHNA","HARYANA","GURGAON","Y","Y","Y","Y"
"143","122105","DHARUHERA","HARYANA","GURGAON","Y","N","N","N"
"144","122106","DHARUHERA","HARYANA","GURGAON","Y","N","N","N"
"145","122107","GURGAON","HARYANA","GURGAON","Y","N","N","N"
"146","122413","GURGAON","HARYANA","GURGAON","Y","Y","Y","Y"
"147","122505","GURGAON","HARYANA","GURGAON","Y","Y","N","Y"
"148","122506","GURGAON","HARYANA","GURGAON","Y","Y","N","Y"
"149","123001","NARNAUL","HARYANA","CHANDIGARH","Y","N","N","N"
"150","123029","NARNAUL","HARYANA","CHANDIGARH","Y","N","N","N"
"151","123106","DHARUHERA","HARYANA","GURGAON","Y","Y","Y","Y"
"152","123401","REWARI","HARYANA","GURGAON","Y","N","N","N"
"153","123414","REWARI","HARYANA","GURGAON","Y","N","N","N"
"154","123501","BAWAL","HARYANA","GURGAON","Y","N","N","N"
"155","123505","NARNAUL","HARYANA","GURGAON","Y","Y","N","Y"
"156","124001","ROHTAK","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"157","124021","ROHTAK","HARYANA","CHANDIGARH","Y","N","N","N"
"158","124103","JHAJJAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"159","124108","JHAJJAR","HARYANA","DELHI","Y","Y","N","Y"
"160","124112","ROHTAK","HARYANA","CHANDIGARH","Y","Y","N","N"
"161","124113","ROHTAK","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"162","124142","JHAJJAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"163","124201","JHAJJAR","HARYANA","CHANDIGARH","Y","N","N","N"
"164","124501","ROHTAK","HARYANA","CHANDIGARH","Y","Y","N","N"
"165","124507","BAHADURGARH","HARYANA","CHANDIGARH","Y","Y","N","N"
"166","125001","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"167","125002","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"168","125003","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"169","125004","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"170","125005","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"171","125006","HISSAR","HARYANA","CHANDIGARH","Y","N","N","N"
"172","125011","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"173","125033","HANSI","HARYANA","CHANDIGARH","Y","Y","N","Y"
"174","125039","HISSAR","HARYANA","CHANDIGARH","Y","N","N","N"
"175","125046","BHIWANI","HARYANA","CHANDIGARH","Y","N","N","N"
"176","125050","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"177","125051","HISSAR","HARYANA","CHANDIGARH","Y","N","N","N"
"178","125052","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"179","125055","SIRSA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"180","125075","SIRSA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"181","125076","SIRSA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"182","125077","SIRSA","HARYANA","CHANDIGARH","Y","N","N","N"
"183","125102","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"184","125104","SIRSA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"185","125111","FATEHABAD","HARYANA","CHANDIGARH","Y","N","N","N"
"186","125112","HISSAR","HARYANA","CHANDIGARH","Y","N","N","N"
"187","125120","FATEHABAD","HARYANA","CHANDIGARH","Y","Y","N","N"
"188","125121","HISSAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"189","125133","HISSAR","HARYANA","CHANDIGARH","Y","N","N","N"
"190","125201","SIRSA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"191","126008","FATEHABAD","HARYANA","CHANDIGARH","Y","N","N","N"
"192","126101","ROHTAK","HARYANA","CHANDIGARH","Y","N","N","N"
"193","126102","JIND","HARYANA","CHANDIGARH","Y","Y","N","N"
"194","126104","ROHTAK","HARYANA","CHANDIGARH","Y","N","N","N"
"195","126112","JIND","HARYANA","CHANDIGARH","Y","Y","N","N"
"196","126115","JIND","HARYANA","CHANDIGARH","Y","N","N","N"
"197","126116","FATEHABAD","HARYANA","CHANDIGARH","Y","Y","N","N"
"198","127021","BHIWANI","HARYANA","CHANDIGARH","Y","N","N","N"
"199","127028","BHIWANI","HARYANA","CHANDIGARH","Y","N","N","N"
"200","127030","BHIWANI","HARYANA","CHANDIGARH","Y","N","N","N"
"201","127040","BHIWANI","HARYANA","CHANDIGARH","Y","Y","N","N"
"202","127207","ROHTAK","HARYANA","CHANDIGARH","Y","N","N","N"
"203","127306","BHIWANI","HARYANA","CHANDIGARH","Y","N","N","N"
"204","131001","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"205","131002","SONEPAT","HARYANA","CHANDIGARH","Y","N","N","N"
"206","131021","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"207","131022","GOHANA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"208","131023","KUNDLI","HARYANA","CHANDIGARH","Y","Y","N","Y"
"209","131027","MURTHAL","HARYANA","CHANDIGARH","Y","Y","N","Y"
"210","131028","KUNDLI","HARYANA","CHANDIGARH","Y","Y","N","Y"
"211","131029","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"212","131039","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"213","131101","GANNAUR","HARYANA","CHANDIGARH","Y","Y","N","Y"
"214","131301","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"215","131302","GOHANA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"216","131306","GOHANA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"217","131402","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"218","131403","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"219","132001","SONEPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"220","132021","SONEPAT","HARYANA","CHANDIGARH","Y","N","N","N"
"221","132022","KARNAL","HARYANA","CHANDIGARH","Y","N","N","N"
"222","132024","KARNAL","HARYANA","CHANDIGARH","Y","Y","N","N"
"223","132039","KARNAL","HARYANA","CHANDIGARH","Y","N","N","N"
"224","132041","KARNAL","HARYANA","CHANDIGARH","Y","N","N","N"
"225","132101","BHALGARH","HARYANA","CHANDIGARH","Y","Y","N","Y"
"226","132102","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"227","132103","PANIPAT","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"228","132104","KARNAL","HARYANA","CHANDIGARH","Y","Y","N","Y"
"229","132105","PANIPAT","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"230","132106","PANIPAT","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"231","132107","PANIPAT","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"232","132108","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"233","132113","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"234","132114","PANIPAT","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"235","132115","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"236","132116","KARNAL","HARYANA","CHANDIGARH","Y","Y","N","N"
"237","132122","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"238","132140","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"239","132145","PANIPAT","HARYANA","CHANDIGARH","Y","Y","N","Y"
"240","133001","AMBALA","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"241","133002","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","N"
"242","133003","AMBALA","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"243","133004","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"244","133005","AMBALA","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"245","133102","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"246","133103","SAHA","HARYANA","CHANDIGARH","Y","N","N","N"
"247","133104","SAHA","HARYANA","CHANDIGARH","Y","N","N","N"
"248","133201","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"249","133203","SAHA","HARYANA","CHANDIGARH","Y","N","N","N"
"250","133204","YAMUNA NAGAR","HARYANA","CHANDIGARH","Y","N","N","N"
"251","133301","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"252","133302","KALKA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"253","134001","DHARAMPUR","HIMACHAL PRADESH","CHANDIGARH","Y","N","N","N"
"254","134002","SAHA","HARYANA","CHANDIGARH","Y","N","N","N"
"255","134003","AMBALA","HARYANA","CHANDIGARH","Y","Y","Y","Y"
"256","134004","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","N"
"257","134005","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"258","134007","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"259","134101","PINJORE","HARYANA","CHANDIGARH","Y","Y","N","Y"
"260","134102","SOLAN","HIMACHAL PRADESH","CHANDIGARH","Y","Y","N","Y"
"261","134104","PINJORE","HARYANA","CHANDIGARH","Y","Y","N","Y"
"262","134107","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"263","134108","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"264","134109","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"265","134111","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"266","134112","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"267","134113","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"268","134114","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"269","134115","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"270","134116","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"271","134117","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"272","134118","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"273","134126","PANCHKULA","HARYANA","CHANDIGARH","Y","N","N","N"
"274","134202","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"275","134203","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"276","134204","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"277","134205","PANCHKULA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"278","135001","YAMUNA NAGAR","HARYANA","CHANDIGARH","Y","Y","N","N"
"279","135002","YAMUNA NAGAR","HARYANA","CHANDIGARH","Y","N","N","N"
"280","135003","YAMUNA NAGAR","HARYANA","CHANDIGARH","Y","N","N","N"
"281","135102","YAMUNA NAGAR","HARYANA","CHANDIGARH","Y","N","N","N"
"282","135133","JAGADHARI","HARYANA","CHANDIGARH","Y","N","N","N"
"283","136020","KAITHAL","HARYANA","CHANDIGARH","Y","N","N","N"
"284","136027","KAITHAL","HARYANA","CHANDIGARH","Y","N","N","N"
"285","136034","KAITHAL","HARYANA","CHANDIGARH","Y","N","N","N"
"286","136117","KAITHAL","HARYANA","CHANDIGARH","Y","N","N","N"
"287","136118","KURUKSHETRA","HARYANA","CHANDIGARH","Y","N","N","N"
"288","136119","PIPLI","HARYANA","CHANDIGARH","Y","N","N","N"
"289","136128","KURUKSHETRA","HARYANA","CHANDIGARH","Y","N","N","N"
"290","136129","KURUKSHETRA","HARYANA","CHANDIGARH","Y","N","N","N"
"291","136131","KURUKSHETRA","HARYANA","CHANDIGARH","Y","N","N","N"
"292","136132","LADWA","HARYANA","CHANDIGARH","Y","N","N","N"
"293","136135","SHAHABAD MARKANDA","HARYANA","CHANDIGARH","Y","N","N","N"
"294","140001","ROPAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"295","140101","CHANDIGARH","PUNJAB","CHANDIGARH","Y","N","N","N"
"296","140103","KURALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"297","140104","KURALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"298","140109","KURALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"299","140110","KURALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"300","140113","ROPAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"301","140117","ROPAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"302","140118","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"303","140124","AMBALA","HARYANA","CHANDIGARH","Y","N","N","N"
"304","140125","NANGAL","PUNJAB","CHANDIGARH","Y","N","N","N"
"305","140201","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"306","140301","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"307","140306","CHANDIGARH","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"308","140307","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"309","140308","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"310","140401","RAJPURA","PUNJAB","CHANDIGARH","Y","Y","N","N"
"311","140406","SIRHIND","PUNJAB","CHANDIGARH","Y","N","N","N"
"312","140412","SIRHIND","PUNJAB","CHANDIGARH","Y","N","N","N"
"313","140413","KURALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"314","140501","AMBALA","HARYANA","CHANDIGARH","Y","Y","N","Y"
"315","140506","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"316","140507","RAJPURA","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"317","140601","MOHALI","PUNJAB","CHANDIGARH","Y","N","N","N"
"318","140603","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"319","140604","MOHALI","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"320","140901","CHANDIGARH","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"321","141001","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"322","141002","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"323","141003","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"324","141004","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"325","141006","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"326","141007","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"327","141008","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"328","141010","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"329","141011","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"330","141012","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"331","141013","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"332","141014","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"333","141015","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"334","141025","JALANDHAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"335","141101","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"336","141106","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"337","141109","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"338","141112","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"339","141114","SAMRALA","PUNJAB","CHANDIGARH","Y","N","N","N"
"340","141115","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"341","141116","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"342","141120","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"343","141123","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","N","N"
"344","141401","KHANNA","PUNJAB","CHANDIGARH","Y","N","N","N"
"345","141416","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"346","141418","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"347","141421","Ludhiana","PUNJAB","CHANDIGARH","Y","Y","N","N"
"348","142001","MOGA","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"349","142002","MOGA","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"350","142026","MOGA","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"351","142029","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"352","142033","Ludhiana","PUNJAB","CHANDIGARH","Y","N","N","N"
"353","142038","BAGHAPURANA","PUNJAB","CHANDIGARH","Y","Y","N","Y"
"354","142042","MALERKOTLA","PUNJAB","CHANDIGARH","Y","N","N","N"
"355","142047","FIROZPUR","PUNJAB","CHANDIGARH","Y","N","N","N"
"356","142601","AMRITSAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"357","143001","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"358","143002","GURDASPUR","PUNJAB","CHANDIGARH","Y","N","N","N"
"359","143003","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"360","143004","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"361","143005","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"362","143006","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","Y","Y"
"363","143101","AMRITSAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"364","143102","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"365","143103","AMRITSAR","PUNJAB","CHANDIGARH","Y","N","N","N"
"366","143105","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"367","143112","RAYYA","PUNJAB","CHANDIGARH","Y","N","N","N"
"368","143115","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"369","143201","AMRITSAR","PUNJAB","CHANDIGARH","Y","Y","N","N"
"370","143301","TARAN TARAN","PUNJAB","CHANDIGARH","Y","N","N","N"
"371","143401","TARAN TARAN","PUNJAB","CHANDIGARH","Y","Y","N","Y"
